recall,f1,precisionaccuracy,MAE,RETE,accuracy,precision
1.0,0.6779999999999999,,48.443999999999996,0.48100000000000004,0.513,0.513
0.0,,,47.969,0.855,0.487,
1.0,0.6779999999999999,,46.806999999999995,0.35700000000000004,0.513,0.513
1.0,0.6779999999999999,,48.444,0.481,0.513,0.513
0.0,,,47.968999999999994,0.855,0.48700000000000004,
1.0,0.678,,46.807,0.357,0.513,0.513
